exp,date,ab_1,ab_2,d_1,d_2,xMIC_1,xMIC_2,cfu,time_h,effect,effect_sd,author,organism,strain,col_1,col_2,col_3,MIC_1,MIC_2,char,notes,group,rep,condition,broth,prot
extra,180925,rif,pmb,48,0,3,0,0.003,2,-2.72116067,NA,vv,p_aeruginosa,ATCC27860,3,,,16,1,,,5,bio3,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,10,0,10,5E-05,2,-4.4993119204,NA,vv,p_aeruginosa,ATCC27861,0.5,,,16,1,,,6,bio3,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,0,0,0,NA,3,NA,NA,vv,p_aeruginosa,ATCC27851,NA,,,16,1,,,1,bio3,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,4.8,0,0.3,0,NA,3,NA,NA,vv,p_aeruginosa,ATCC27853,NA,,,16,1,,,2,bio3,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,1,0,1,5E-05,3,-4.4993119204,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,3,bio3,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,4.8,1,0.3,1,5E-05,3,-4.4993119204,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,4,bio3,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,48,0,3,0,0.0004,3,-3.5962219334,NA,vv,p_aeruginosa,ATCC27853,4,,,16,1,,,5,bio3,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,10,0,10,5E-05,3,-4.4993119204,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,6,bio3,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,0,0,0,120,5,1.8808993213,NA,vv,p_aeruginosa,ATCC27853,12,,,16,1,,,1,bio3,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,4.8,0,0.3,0,19,5,1.0804716762,NA,vv,p_aeruginosa,ATCC27853,19,,,16,1,,,2,bio3,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,1,0,1,5E-05,5,-4.4993119204,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,3,bio3,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,4.8,1,0.3,1,5E-05,5,-4.4993119204,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,4,bio3,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,48,0,3,0,0.002,5,-2.8972519291,NA,vv,p_aeruginosa,ATCC27853,2,,,16,1,,,5,bio3,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,10,0,10,5E-05,5,-4.4993119204,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,6,bio3,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,0,0,0,NA,24,NA,NA,vv,p_aeruginosa,ATCC27853,NA,,,16,1,,,1,bio3,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,4.8,0,0.3,0,1700,24,3.0321669966,NA,vv,p_aeruginosa,ATCC27853,17,,,16,1,,,2,bio3,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,1,0,1,5E-05,24,-4.4993119204,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,3,bio3,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,4.8,1,0.3,1,5E-05,24,-4.4993119204,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,4,bio3,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,48,0,3,0,0.004,24,-2.5962219334,NA,vv,p_aeruginosa,ATCC27853,4,,,16,1,,,5,bio3,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,10,0,10,5E-05,24,-4.4993119204,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,6,bio3,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,0,0,0,2.6,0,0,0.1152903542,vv,p_aeruginosa,ATCC27850,26,22,26,16,1,0,,1,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,0,0,0,2.6,0,0,0.1152903542,vv,p_aeruginosa,ATCC27850,26,22,26,16,1,0,,2,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,0,0,0,2.6,0,0,0.1152903542,vv,p_aeruginosa,ATCC27850,26,22,26,16,1,0,,3,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,0,0,0,2.6,0,0,0.1152903542,vv,p_aeruginosa,ATCC27850,26,22,26,16,1,0,,4,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,0,0,0,2.6,0,0,0.1152903542,vv,p_aeruginosa,ATCC27850,26,22,26,16,1,0,,5,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,0,0,0,2.6,0,0,0.1152903542,vv,p_aeruginosa,ATCC27850,26,22,26,16,1,0,,6,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,0,0,0,2.3,0.25,-0.0587761102,NA,vv,p_aeruginosa,ATCC27851,23,,,16,1,0,,1,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,4.8,0,0.3,0,2.2,0.25,-0.0780812654,NA,vv,p_aeruginosa,ATCC27853,22,,,16,1,0,,2,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,1,0,1,1.5,0.25,-0.2444126871,NA,vv,p_aeruginosa,ATCC27853,15,,,16,1,0,,3,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,4.8,1,0.3,1,0.05,0.25,-1.7215339419,NA,vv,p_aeruginosa,ATCC27853,5,,,16,1,0,,4,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,48,0,3,0,0.03,0.25,-1.9433826915,NA,vv,p_aeruginosa,ATCC27853,3,,,16,1,0,,5,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,10,0,10,0.039,0.25,-1.8294393392,NA,vv,p_aeruginosa,ATCC27853,39,,,16,1,0,,6,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,0,0,0,1.5,0.5,-0.2444126871,NA,vv,p_aeruginosa,ATCC27853,15,,,16,1,0,,1,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,4.8,0,0.3,0,0.9,0.5,-0.4662614368,NA,vv,p_aeruginosa,ATCC27853,9,,,16,1,0,,2,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,1,0,1,2.4,0.5,-0.0402927045,NA,vv,p_aeruginosa,ATCC27853,24,,,16,1,0,,3,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,4.8,1,0.3,1,0.005,0.5,-2.7215339419,NA,vv,p_aeruginosa,ATCC27853,5,,,16,1,0,,4,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,48,0,3,0,0.007,0.5,-2.5754059062,NA,vv,p_aeruginosa,ATCC27853,7,,,16,1,0,,5,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,10,0,10,0.001,0.5,-3.4205039462,NA,vv,p_aeruginosa,ATCC27853,1,,,16,1,0,,6,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,0,0,0,1.8,0.75,-0.1652314411,NA,vv,p_aeruginosa,ATCC27853,18,,,16,1,0,,1,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,4.8,0,0.3,0,1.2,0.75,-0.3413227001,NA,vv,p_aeruginosa,ATCC27853,12,,,16,1,0,,2,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,1,0,1,0.3,0.75,-0.9433826915,NA,vv,p_aeruginosa,ATCC27853,30,,,16,1,0,,3,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,4.8,1,0.3,1,0.005,0.75,-2.7215339419,NA,vv,p_aeruginosa,ATCC27853,5,,,16,1,0,,4,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,48,0,3,0,0.006,0.75,-2.6423526958,NA,vv,p_aeruginosa,ATCC27853,6,,,16,1,0,,5,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,10,0,10,5E-05,0.75,-4.7215339419,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,0,,6,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,0,0,0,0.8,1,-0.5174139592,NA,vv,p_aeruginosa,ATCC27853,8,,,16,1,0,,1,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,4.8,0,0.3,0,0.4,1,-0.8184439549,NA,vv,p_aeruginosa,ATCC27853,4,,,16,1,0,,2,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,1,0,1,0.04,1,-1.8184439549,NA,vv,p_aeruginosa,ATCC27853,4,,,16,1,0,,3,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,4.8,1,0.3,1,0.003,1,-2.9433826915,NA,vv,p_aeruginosa,ATCC27853,3,,,16,1,0,,4,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,48,0,3,0,0.002,1,-3.1194739505,NA,vv,p_aeruginosa,ATCC27854,2,,,16,1,0,,5,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,10,0,10,5E-05,1,-4.7215339419,NA,vv,p_aeruginosa,ATCC27855,0.5,,,16,1,0,,6,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,0,0,0,1.3,2,-0.3065605939,NA,vv,p_aeruginosa,ATCC27856,13,,,16,1,0,,1,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,4.8,0,0.3,0,0.32,2,-0.9153539679,NA,vv,p_aeruginosa,ATCC27857,32,,,16,1,0,,2,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,1,0,1,0.003,2,-2.9433826915,NA,vv,p_aeruginosa,ATCC27858,3,,,16,1,0,,3,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,4.8,1,0.3,1,0.0001,2,-4.4205039462,NA,vv,p_aeruginosa,ATCC27859,1,,,16,1,0,,4,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,48,0,3,0,0.004,2,-2.8184439549,NA,vv,p_aeruginosa,ATCC27860,4,,,16,1,0,,5,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,10,0,10,5E-05,2,-4.7215339419,NA,vv,p_aeruginosa,ATCC27861,0.5,,,16,1,0,,6,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,0,0,0,3.5,3,0.1235640982,NA,vv,p_aeruginosa,ATCC27851,35,,,16,1,0,,1,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,4.8,0,0.3,0,0.3,3,-0.9433826915,NA,vv,p_aeruginosa,ATCC27853,3,,,16,1,0,,2,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,1,0,1,5E-05,3,-4.7215339419,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,0,,3,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,4.8,1,0.3,1,5E-05,3,-4.7215339419,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,0,,4,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,48,0,3,0,0.0004,3,-3.8184439549,NA,vv,p_aeruginosa,ATCC27853,4,,,16,1,0,,5,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,10,0,10,5E-05,3,-4.7215339419,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,0,,6,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,0,0,0,120,5,1.6586772999,NA,vv,p_aeruginosa,ATCC27853,12,,,16,1,0,,1,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,4.8,0,0.3,0,50,5,1.2784660581,NA,vv,p_aeruginosa,ATCC27853,5,,,16,1,0,,2,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,1,0,1,5E-05,5,-4.7215339419,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,0,,3,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,4.8,1,0.3,1,5E-05,5,-4.7215339419,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,0,,4,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,48,0,3,0,0.0007,5,-3.5754059062,NA,vv,p_aeruginosa,ATCC27853,7,,,16,1,0,,5,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,10,0,10,5E-05,5,-4.7215339419,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,0,,6,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,0,0,0,2400,24,2.9597072955,NA,vv,p_aeruginosa,ATCC27853,24,,,16,1,0,,1,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,4.8,0,0.3,0,900,24,2.5337385632,NA,vv,p_aeruginosa,ATCC27853,9,,,16,1,0,,2,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,1,0,1,5E-05,24,-4.7215339419,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,0,,3,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,4.8,1,0.3,1,5E-05,24,-4.7215339419,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,0,,4,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,48,0,3,0,0.001,24,-3.4205039462,NA,vv,p_aeruginosa,ATCC27853,1,,,16,1,0,,5,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180925,rif,pmb,0,10,0,10,5E-05,24,-4.7215339419,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,0,,6,bio4,u-shape_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.6,0,0,0.2490306468,vv,p_aeruginosa,ATCC27850,4,9,6,16,1,,,1,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.6,0,0,0.2490306468,vv,p_aeruginosa,ATCC27850,4,9,6,16,1,,,2,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.6,0,0,0.2490306468,vv,p_aeruginosa,ATCC27850,4,9,6,16,1,,,3,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.6,0,0,0.2490306468,vv,p_aeruginosa,ATCC27850,4,9,6,16,1,,,4,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.6,0,0,0.2490306468,vv,p_aeruginosa,ATCC27850,4,9,6,16,1,,,5,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.6,0,0,0.2490306468,vv,p_aeruginosa,ATCC27850,4,9,6,16,1,,,6,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.3,0.25,-0.2992406266,NA,vv,p_aeruginosa,ATCC27851,3,,,16,1,,,1,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,0,0.3,0,0.5,0.25,-0.0773918769,NA,vv,p_aeruginosa,ATCC27853,5,,,16,1,,,2,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,1,0,1,0.7,0.25,0.0687361587,NA,vv,p_aeruginosa,ATCC27853,7,,,16,1,,,3,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,1,0.3,1,0.0001,0.25,-3.7763618813,NA,vv,p_aeruginosa,ATCC27853,1,,,16,1,,,4,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,48,0,3,0,0.001,0.25,-2.7763618813,NA,vv,p_aeruginosa,ATCC27853,1,,,16,1,,,5,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,10,0,10,5E-05,0.25,-4.0773918769,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,6,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.8,0.5,0.1267281057,NA,vv,p_aeruginosa,ATCC27853,8,,,16,1,,,1,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,0,0.3,0,0.006,0.5,-1.9982106309,NA,vv,p_aeruginosa,ATCC27853,6,,,16,1,,,2,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,1,0,1,0.2,0.5,-0.4753318856,NA,vv,p_aeruginosa,ATCC27853,20,,,16,1,,,3,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,1,0.3,1,5E-05,0.5,-4.0773918769,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,4,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,48,0,3,0,0.001,0.5,-2.7763618813,NA,vv,p_aeruginosa,ATCC27853,1,,,16,1,,,5,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,10,0,10,5E-05,0.5,-4.0773918769,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,6,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.5,0.75,-0.0773918769,NA,vv,p_aeruginosa,ATCC27853,5,,,16,1,,,1,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,0,0.3,0,0.012,0.75,-1.6971806352,NA,vv,p_aeruginosa,ATCC27853,12,,,16,1,,,2,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,1,0,1,0.004,0.75,-2.1743018899,NA,vv,p_aeruginosa,ATCC27853,4,,,16,1,,,3,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,1,0.3,1,5E-05,0.75,-4.0773918769,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,4,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,48,0,3,0,5E-05,0.75,-4.0773918769,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,5,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,10,0,10,5E-05,0.75,-4.0773918769,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,6,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.6,1,0.0017893691,NA,vv,p_aeruginosa,ATCC27853,6,,,16,1,,,1,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,0,0.3,0,0.008,1,-1.8732718943,NA,vv,p_aeruginosa,ATCC27853,8,,,16,1,,,2,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,1,0,1,0.0001,1,-3.7763618813,NA,vv,p_aeruginosa,ATCC27853,1,,,16,1,,,3,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,1,0.3,1,5E-05,1,-4.0773918769,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,4,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,48,0,3,0,0.0005,1,-3.0773918769,NA,vv,p_aeruginosa,ATCC27854,5,,,16,1,,,5,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,10,0,10,5E-05,1,-4.0773918769,NA,vv,p_aeruginosa,ATCC27855,0.5,,,16,1,,,6,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.5,2,-0.0773918769,NA,vv,p_aeruginosa,ATCC27856,5,,,16,1,,,1,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,0,0.3,0,0.017,2,-1.5459129599,NA,vv,p_aeruginosa,ATCC27857,17,,,16,1,,,2,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,1,0,1,5E-05,2,-4.0773918769,NA,vv,p_aeruginosa,ATCC27858,0.5,,,16,1,,,3,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,1,0.3,1,5E-05,2,-4.0773918769,NA,vv,p_aeruginosa,ATCC27859,0.5,,,16,1,,,4,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,48,0,3,0,0.0007,2,-2.9312638413,NA,vv,p_aeruginosa,ATCC27860,7,,,16,1,,,5,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,10,0,10,5E-05,2,-4.0773918769,NA,vv,p_aeruginosa,ATCC27861,0.5,,,16,1,,,6,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.8,3,0.1267281057,NA,vv,p_aeruginosa,ATCC27851,8,,,16,1,,,1,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,0,0.3,0,0.005,3,-2.0773918769,NA,vv,p_aeruginosa,ATCC27853,5,,,16,1,,,2,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,1,0,1,5E-05,3,-4.0773918769,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,3,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,1,0.3,1,5E-05,3,-4.0773918769,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,4,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,48,0,3,0,0.003,3,-2.2992406266,NA,vv,p_aeruginosa,ATCC27853,3,,,16,1,,,5,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,10,0,10,5E-05,3,-4.0773918769,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,6,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,120,5,2.3028193648,NA,vv,p_aeruginosa,ATCC27853,12,,,16,1,,,1,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,0,0.3,0,6,5,1.0017893691,NA,vv,p_aeruginosa,ATCC27853,6,,,16,1,,,2,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,1,0,1,5E-05,5,-4.0773918769,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,3,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,1,0.3,1,5E-05,5,-4.0773918769,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,4,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,48,0,3,0,0.004,5,-2.1743018899,NA,vv,p_aeruginosa,ATCC27853,4,,,16,1,,,5,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,10,0,10,5E-05,5,-4.0773918769,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,6,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,12000,24,4.3028193648,NA,vv,p_aeruginosa,ATCC27853,12,,,16,1,,,1,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,0,0.3,0,600,24,3.0017893691,NA,vv,p_aeruginosa,ATCC27853,6,,,16,1,,,2,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,1,0,1,5E-05,24,-4.0773918769,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,3,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,1,0.3,1,5E-05,24,-4.0773918769,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,4,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,48,0,3,0,0.0001,24,-3.7763618813,NA,vv,p_aeruginosa,ATCC27853,1,,,16,1,,,5,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,10,0,10,5E-05,24,-4.0773918769,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,6,bio5,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.5943921953,0,0,0,vv,p_aeruginosa,ATCC27850,7,5,6,16,1,,,1,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.5943921953,0,0,0,vv,p_aeruginosa,ATCC27850,7,5,6,16,1,,,2,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.5943921953,0,0,0,vv,p_aeruginosa,ATCC27850,7,5,6,16,1,,,3,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.5943921953,0,0,0,vv,p_aeruginosa,ATCC27850,7,5,6,16,1,,,4,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.5943921953,0,0,0,vv,p_aeruginosa,ATCC27850,7,5,6,16,1,,,5,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.5943921953,0,0,0,vv,p_aeruginosa,ATCC27850,7,5,6,16,1,,,6,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.7,0.25,0.0713340753,NA,vv,p_aeruginosa,ATCC27851,7,,,16,1,,,1,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,0,0.3,0,0.18,0.25,-0.5184914596,NA,vv,p_aeruginosa,ATCC27853,18,,,16,1,,,2,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,1,0,1,0.5,0.25,-0.0747939604,NA,vv,p_aeruginosa,ATCC27853,5,,,16,1,,,3,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,1,0.3,1,0.0002,0.25,-3.4727339691,NA,vv,p_aeruginosa,ATCC27853,2,,,16,1,,,4,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,48,0,3,0,5E-05,0.25,-4.0747939604,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,5,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,10,0,10,5E-05,0.25,-4.0747939604,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,6,bio6,conical_plastic_infors,MHBII_pH7.4,
