exp,date,ab_1,ab_2,d_1,d_2,xMIC_1,xMIC_2,cfu,time_h,effect,effect_sd,author,organism,strain,col_1,col_2,col_3,MIC_1,MIC_2,char,notes,group,rep,condition,broth,prot
extra,180928,rif,pmb,0,0,0,0,0.6,0.5,0.0043872856,NA,vv,p_aeruginosa,ATCC27853,6,,,16,1,,,1,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,0,0.3,0,0.08,0.5,-0.8706739777,NA,vv,p_aeruginosa,ATCC27853,8,,,16,1,,,2,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,1,0,1,0.13,0.5,-0.6598206124,NA,vv,p_aeruginosa,ATCC27853,13,,,16,1,,,3,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,1,0.3,1,0.0001,0.5,-3.7737639647,NA,vv,p_aeruginosa,ATCC27853,1,,,16,1,,,4,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,48,0,3,0,5E-05,0.5,-4.0747939604,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,5,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,10,0,10,5E-05,0.5,-4.0747939604,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,6,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.3,0.75,-0.29664271,NA,vv,p_aeruginosa,ATCC27853,3,,,16,1,,,1,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,0,0.3,0,0.004,0.75,-2.1717039734,NA,vv,p_aeruginosa,ATCC27853,4,,,16,1,,,2,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,1,0,1,0.007,0.75,-1.9286659247,NA,vv,p_aeruginosa,ATCC27853,7,,,16,1,,,3,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,1,0.3,1,5E-05,0.75,-4.0747939604,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,4,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,48,0,3,0,5E-05,0.75,-4.0747939604,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,5,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,10,0,10,5E-05,0.75,-4.0747939604,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,6,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.5,1,-0.0747939604,NA,vv,p_aeruginosa,ATCC27853,5,,,16,1,,,1,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,0,0.3,0,0.006,1,-1.9956127144,NA,vv,p_aeruginosa,ATCC27853,6,,,16,1,,,2,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,1,0,1,0.0001,1,-3.7737639647,NA,vv,p_aeruginosa,ATCC27853,1,,,16,1,,,3,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,1,0.3,1,5E-05,1,-4.0747939604,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,4,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,48,0,3,0,5E-05,1,-4.0747939604,NA,vv,p_aeruginosa,ATCC27854,0.5,,,16,1,,,5,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,10,0,10,5E-05,1,-4.0747939604,NA,vv,p_aeruginosa,ATCC27855,0.5,,,16,1,,,6,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.4,2,-0.1717039734,NA,vv,p_aeruginosa,ATCC27856,4,,,16,1,,,1,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,0,0.3,0,0.005,2,-2.0747939604,NA,vv,p_aeruginosa,ATCC27857,5,,,16,1,,,2,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,1,0,1,5E-05,2,-4.0747939604,NA,vv,p_aeruginosa,ATCC27858,0.5,,,16,1,,,3,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,1,0.3,1,5E-05,2,-4.0747939604,NA,vv,p_aeruginosa,ATCC27859,0.5,,,16,1,,,4,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,48,0,3,0,5E-05,2,-4.0747939604,NA,vv,p_aeruginosa,ATCC27860,0.5,,,16,1,,,5,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,10,0,10,5E-05,2,-4.0747939604,NA,vv,p_aeruginosa,ATCC27861,0.5,,,16,1,,,6,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,0.9,3,0.1804785447,NA,vv,p_aeruginosa,ATCC27851,9,,,16,1,,,1,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,0,0.3,0,0.012,3,-1.6945827187,NA,vv,p_aeruginosa,ATCC27853,12,,,16,1,,,2,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,1,0,1,5E-05,3,-4.0747939604,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,3,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,1,0.3,1,5E-05,3,-4.0747939604,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,4,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,48,0,3,0,0.0002,3,-3.4727339691,NA,vv,p_aeruginosa,ATCC27853,2,,,16,1,,,5,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,10,0,10,5E-05,3,-4.0747939604,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,6,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,140,5,2.3723640709,NA,vv,p_aeruginosa,ATCC27853,14,,,16,1,,,1,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,0,0.3,0,1.5,5,0.4023272943,NA,vv,p_aeruginosa,ATCC27853,15,,,16,1,,,2,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,1,0,1,5E-05,5,-4.0747939604,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,3,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,1,0.3,1,5E-05,5,-4.0747939604,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,4,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,48,0,3,0,0.001,5,-2.7737639647,NA,vv,p_aeruginosa,ATCC27853,1,,,16,1,,,5,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,10,0,10,5E-05,5,-4.0747939604,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,6,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,0,0,0,3000,24,3.70335729,NA,vv,p_aeruginosa,ATCC27853,3,,,16,1,,,1,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,0,0.3,0,18,24,1.4815085404,NA,vv,p_aeruginosa,ATCC27853,18,,,16,1,,,2,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,1,0,1,0.13,24,-0.6598206124,NA,vv,p_aeruginosa,ATCC27853,13,,,16,1,,,3,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,4.8,1,0.3,1,5E-05,24,-4.0747939604,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,4,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,48,0,3,0,5E-05,24,-4.0747939604,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,5,bio6,conical_plastic_infors,MHBII_pH7.4,
extra,180928,rif,pmb,0,10,0,10,5E-05,24,-4.0747939604,NA,vv,p_aeruginosa,ATCC27853,0.5,,,16,1,,,6,bio6,conical_plastic_infors,MHBII_pH7.4,
intra,180430,rif,pmb,0,0,0,0,0.302,0,0,0.2,vv,p_aeruginosa,ATCC27850,135,127,200,16,1,0,,1,,,intracellular,0.155
intra,180430,rif,pmb,0,0,0,0,0.302,0,0,0.2,vv,p_aeruginosa,ATCC27850,135,127,200,16,1,0,,2,,,intracellular,0.155
intra,180430,rif,pmb,0,0,0,0,0.302,0,0,0.2,vv,p_aeruginosa,ATCC27850,135,127,200,16,1,0,,3,,,intracellular,0.155
intra,180430,rif,pmb,0,0,0,0,0.302,0,0,0.2,vv,p_aeruginosa,ATCC27850,135,127,200,16,1,0,,4,,,intracellular,0.155
intra,180430,rif,pmb,0,0,0,0,0.735,1,0.37,0.2,vv,p_aeruginosa,ATCC27851,348,380,376,16,1,0,,1,,,intracellular,0.163
intra,180430,rif,pmb,4.8,0,0.3,0,0.413,1,0.08,0.2,vv,p_aeruginosa,ATCC27853,192,208,220,16,1,0,,2,,,intracellular,0.178
intra,180430,rif,pmb,0,1,0,1,0.445,1,0.18,0.2,vv,p_aeruginosa,ATCC27853,204,178,304,16,1,0,,3,,,intracellular,0.149
intra,180430,rif,pmb,4.8,1,0.3,1,0.323,1,-0.05,0.2,vv,p_aeruginosa,ATCC27853,2184,1536,1256,16,1,0,,4,,,intracellular,0.186
intra,180430,rif,pmb,0,0,0,0,0.553,2,0.23,0.3,vv,p_aeruginosa,ATCC27853,432,278,176,16,1,0,,1,,,intracellular,0.168
intra,180430,rif,pmb,4.8,0,0.3,0,0.119,2,-0.56,0.3,vv,p_aeruginosa,ATCC27853,30,84,83,16,1,0,,2,,,intracellular,0.222
intra,180430,rif,pmb,0,1,0,1,0.656,2,0.11,0.3,vv,p_aeruginosa,ATCC27853,424,452,184,16,1,0,,3,,,intracellular,0.261
intra,180430,rif,pmb,4.8,1,0.3,1,0.12,2,-0.49,0.3,vv,p_aeruginosa,ATCC27853,616,476,728,16,1,0,,4,,,intracellular,0.189
intra,180430,rif,pmb,0,0,0,0,1.07,3,0.51,0.2,vv,p_aeruginosa,ATCC27853,524,520,564,16,1,0,,1,,,intracellular,0.171
intra,180430,rif,pmb,4.8,0,0.3,0,0.122,3,-0.54,0.2,vv,p_aeruginosa,ATCC27853,60,57,66,16,1,0,,2,,,intracellular,0.218
intra,180430,rif,pmb,0,1,0,1,0.499,3,0.11,0.2,vv,p_aeruginosa,ATCC27853,312,276,180,16,1,0,,3,,,intracellular,0.199
intra,180430,rif,pmb,4.8,1,0.3,1,0.0254,3,-1.34,0.2,vv,p_aeruginosa,ATCC27853,119,100,173,16,1,0,,4,,,intracellular,0.284
intra,180430,rif,pmb,0,0,0,0,1.02,5,0.44,0.2,vv,p_aeruginosa,ATCC27853,52,70,36,16,1,0,,1,,,intracellular,0.191
intra,180430,rif,pmb,4.8,0,0.3,0,0.0785,5,-0.57,0.2,vv,p_aeruginosa,ATCC27853,31,30,65,16,1,0,,2,,,intracellular,0.148
intra,180430,rif,pmb,0,1,0,1,0.545,5,0.21,0.2,vv,p_aeruginosa,ATCC27853,268,320,236,16,1,0,,3,,,intracellular,0.174
intra,180430,rif,pmb,4.8,1,0.3,1,0.0055,5,-1.82,0.3,vv,p_aeruginosa,ATCC27853,120,376,460,16,1,0,,4,,,intracellular,0.187
intra,180430,rif,pmb,0,0,0,0,120,24,2.28,0.3,vv,p_aeruginosa,ATCC27853,36,138,43,16,1,0,,1,,,intracellular,0.319
intra,180430,rif,pmb,4.8,0,0.3,0,8.57,24,1.1,0.3,vv,p_aeruginosa,ATCC27853,78,24,42,16,1,0,,2,,,intracellular,0.353
intra,180430,rif,pmb,0,1,0,1,0.95,24,0.34,0.6,vv,p_aeruginosa,ATCC27853,252,262,1624,16,1,0,,3,,,intracellular,0.225
intra,180430,rif,pmb,4.8,1,0.3,1,0.001,24,-2.71,0.2,vv,p_aeruginosa,ATCC27853,39,72,45,16,1,0,,4,,,intracellular,0.263
intra,180501,rif,pmb,0,0,0,0,0.149,0,0,0.4,vv,p_aeruginosa,ATCC27850,59,94,74,16,1,0,,1,,,intracellular,0.186
intra,180501,rif,pmb,0,0,0,0,0.149,0,0,0.4,vv,p_aeruginosa,ATCC27850,59,94,74,16,1,0,,2,,,intracellular,0.186
intra,180501,rif,pmb,0,0,0,0,0.479,1,0.57,0.5,vv,p_aeruginosa,ATCC27851,276,326,153,16,1,0,,1,,,intracellular,0.164
intra,180501,rif,pmb,4.8,0,0.3,0,0.369,1,0.3,0.4,vv,p_aeruginosa,ATCC27853,174,185,195,16,1,0,,2,,,intracellular,0.231
intra,180501,rif,pmb,0,0,0,0,0.74,2,0.55,0.4,vv,p_aeruginosa,ATCC27853,324,394,396,16,1,0,,1,,,intracellular,0.26
intra,180501,rif,pmb,4.8,0,0.3,0,0.167,2,-0.03,0.4,vv,p_aeruginosa,ATCC27853,122,69,69,16,1,0,,2,,,intracellular,0.227
intra,180501,rif,pmb,0,0,0,0,1.06,3,1.02,0.4,vv,p_aeruginosa,ATCC27853,412,532,688,16,1,0,,1,,,intracellular,0.128
intra,180501,rif,pmb,4.8,0,0.3,0,0.0701,3,-0.25,0.4,vv,p_aeruginosa,ATCC27853,23,34,55,16,1,0,,2,,,intracellular,0.157
intra,180501,rif,pmb,0,0,0,0,1.35,5,0.95,0.5,vv,p_aeruginosa,ATCC27853,61,49,102,16,1,0,,1,,,intracellular,0.19
intra,180501,rif,pmb,4.8,0,0.3,0,0.0542,5,-0.33,0.5,vv,p_aeruginosa,ATCC27853,41,54,9,16,1,0,,2,,,intracellular,0.147
intra,180501,rif,pmb,0,0,0,0,103,24,2.7,0.4,vv,p_aeruginosa,ATCC27853,99,48,29,16,1,0,,1,,,intracellular,0.261
intra,180501,rif,pmb,4.8,0,0.3,0,29.9,24,1.94,0.5,vv,p_aeruginosa,ATCC27853,190,238,74,16,1,0,,2,,,intracellular,0.429
intra,180508,rif,pmb,0,0,0,0,0.77,0,0,0.1,vv,p_aeruginosa,ATCC27850,368,356,436,16,1,0,,1,,,intracellular,0.139
intra,180508,rif,pmb,0,0,0,0,0.77,0,0,0.1,vv,p_aeruginosa,ATCC27850,368,356,436,16,1,0,,2,,,intracellular,0.139
intra,180508,rif,pmb,0,0,0,0,0.77,0,0,0.1,vv,p_aeruginosa,ATCC27850,368,356,436,16,1,0,,3,,,intracellular,0.139
intra,180508,rif,pmb,0,0,0,0,0.77,0,0,0.1,vv,p_aeruginosa,ATCC27850,368,356,436,16,1,0,,4,,,intracellular,0.139
intra,180508,rif,pmb,0,0,0,0,0.761,1,-0.02,0.1,vv,p_aeruginosa,ATCC27851,328,400,420,16,1,0,,1,,,intracellular,0.144
intra,180508,rif,pmb,4.8,0,0.3,0,0.53,1,-0.2,0.1,vv,p_aeruginosa,ATCC27853,244,236,324,16,1,0,,2,,,intracellular,0.152
intra,180508,rif,pmb,0,1,0,1,0.762,1,-0.05,0.1,vv,p_aeruginosa,ATCC27853,308,404,444,16,1,0,,3,,,intracellular,0.156
intra,180508,rif,pmb,4.8,1,0.3,1,0.54,1,-0.2,0.2,vv,p_aeruginosa,ATCC27853,276,210,340,16,1,0,,4,,,intracellular,0.156
intra,180508,rif,pmb,0,0,0,0,1.02,2,0.12,0.1,vv,p_aeruginosa,ATCC27853,520,520,496,16,1,0,,1,,,intracellular,0.141
intra,180508,rif,pmb,4.8,0,0.3,0,0.504,2,-0.17,0.3,vv,p_aeruginosa,ATCC27853,200,336,238,16,1,0,,2,,,intracellular,0.135
intra,180508,rif,pmb,0,1,0,1,0.671,2,-0.12,0.1,vv,p_aeruginosa,ATCC27853,306,328,376,16,1,0,,3,,,intracellular,0.16
intra,180508,rif,pmb,4.8,1,0.3,1,0.229,2,-0.46,0.1,vv,p_aeruginosa,ATCC27853,106,126,112,16,1,0,,4,,,intracellular,0.119
intra,180508,rif,pmb,0,0,0,0,1.29,3,0.23,0.1,vv,p_aeruginosa,ATCC27853,67,69,58,16,1,0,,1,,,intracellular,0.139
intra,180508,rif,pmb,4.8,0,0.3,0,0.279,3,-0.49,0.1,vv,p_aeruginosa,ATCC27853,139,135,144,16,1,0,,2,,,intracellular,0.157
intra,180508,rif,pmb,0,1,0,1,0.998,3,-0.08,0.1,vv,p_aeruginosa,ATCC27853,58,39,55,16,1,0,,3,,,intracellular,0.218
intra,180508,rif,pmb,4.8,1,0.3,1,0.0628,3,-1.28,0.1,vv,p_aeruginosa,ATCC27853,308,330,304,16,1,0,,4,,,intracellular,0.217
intra,180508,rif,pmb,0,0,0,0,4.92,5,0.77,0.1,vv,p_aeruginosa,ATCC27853,238,190,330,16,1,0,,1,,,intracellular,0.15
intra,180508,rif,pmb,4.8,0,0.3,0,1.08,5,0.2,0.1,vv,p_aeruginosa,ATCC27853,572,412,672,16,1,0,,2,,,intracellular,0.125
intra,180508,rif,pmb,0,1,0,1,1.04,5,0.01,0.1,vv,p_aeruginosa,ATCC27853,60,50,47,16,1,0,,3,,,intracellular,0.182
intra,180508,rif,pmb,4.8,1,0.3,1,0.035,5,-1.34,0.1,vv,p_aeruginosa,ATCC27853,170,168,188,16,1,0,,4,,,intracellular,0.138
intra,180508,rif,pmb,0,0,0,0,369,24,2.36,0.3,vv,p_aeruginosa,ATCC27853,99,193,328,16,1,0,,1,,,intracellular,0.293
intra,180508,rif,pmb,4.8,0,0.3,0,141,24,1.71,0.1,vv,p_aeruginosa,ATCC27853,780,674,672,16,1,0,,2,,,intracellular,0.501
intra,180508,rif,pmb,0,1,0,1,0.564,24,-0.09,0.4,vv,p_aeruginosa,ATCC27853,382,520,113,16,1,0,,3,,,intracellular,0.124
intra,180508,rif,pmb,4.8,1,0.3,1,0.00221,24,-2.66,0.1,vv,p_aeruginosa,ATCC27853,105,122,105,16,1,0,,4,,,intracellular,0.183
intra,180514,rif,pmb,0,0,0,0,0.082425706,0,0.0005078606,0.1330038834,vv,p_aeruginosa,ATCC27850,50,40,35,16,1,0,,1,,,intracellular,0.1377495402
intra,180514,rif,pmb,0,0,0,0,0.082425706,0,0.0005078606,0.1330038834,vv,p_aeruginosa,ATCC27850,50,40,35,16,1,0,,2,,,intracellular,0.1377495402
intra,180514,rif,pmb,0,0,0,0,0.082425706,0,0.0005078606,0.1330038834,vv,p_aeruginosa,ATCC27850,50,40,35,16,1,0,,3,,,intracellular,0.1377495402
intra,180514,rif,pmb,0,0,0,0,0.082425706,0,0.0005078606,0.1330038834,vv,p_aeruginosa,ATCC27850,50,40,35,16,1,0,,4,,,intracellular,0.1377495402
intra,180514,rif,pmb,0,1,0,1,0.185731605,1,0.3005339549,0.3399519504,vv,p_aeruginosa,ATCC27851,141,40,142,16,1,0,,1,,,intracellular,0.1555561549
intra,180514,rif,pmb,4.8,1,0.3,1,0.0769078563,1,-0.026811855,0.1560313063,vv,p_aeruginosa,ATCC27853,39,54,27,16,1,0,,2,,,intracellular,0.136873037
intra,180514,rif,pmb,48,0,3,0,0.1068436299,1,0.115407104,0.1715753852,vv,p_aeruginosa,ATCC27853,66,55,42,16,1,1,,3,,,intracellular,0.1370493162
intra,180514,rif,pmb,0,10,0,10,0.2178085461,1,0.3530233836,0.1330645546,vv,p_aeruginosa,ATCC27853,103,114,110,16,1,0,,4,,,intracellular,0.1616541563
intra,180514,rif,pmb,0,1,0,1,0.4913018056,2,0.756675977,0.1707161411,vv,p_aeruginosa,ATCC27853,252,258,228,16,1,0,,1,,,intracellular,0.143948693
intra,180514,rif,pmb,4.8,1,0.3,1,0.0182195338,2,-0.7343072193,0.1571006994,vv,p_aeruginosa,ATCC27853,12,7,9,16,1,0,,2,,,intracellular,0.1653407194
intra,180514,rif,pmb,48,0,3,0,0.0833287393,2,-0.0812204244,0.2030276576,vv,p_aeruginosa,ATCC27853,58,29,43,16,1,1,,3,,,intracellular,0.1680933678
intra,180514,rif,pmb,0,10,0,10,0.3182190124,2,0.6296523575,0.1675141083,vv,p_aeruginosa,ATCC27853,115,166,211,16,1,0,,4,,,intracellular,0.1249134228
intra,180514,rif,pmb,0,1,0,1,0.2934583948,3,0.5358668265,0.2401760112,vv,p_aeruginosa,ATCC27853,13,9,27,16,1,0,,1,,,intracellular,0.1429601693
intra,180514,rif,pmb,4.8,1,0.3,1,0.0082906461,3,-1.0727615934,0.2469459797,vv,p_aeruginosa,ATCC27853,53,56,24,16,1,0,,2,,,intracellular,0.1640156582
intra,180514,rif,pmb,48,0,3,0,0.0580355866,3,-0.0688135614,0.3074745399,vv,p_aeruginosa,ATCC27853,180,404,336,16,1,1,,3,,,intracellular,0.1137740669
intra,180514,rif,pmb,0,10,0,10,0.3797941016,3,0.7522157833,0.1745493275,vv,p_aeruginosa,ATCC27853,1728,1920,2064,16,1,0,,4,,,intracellular,0.112426263
intra,180514,rif,pmb,0,1,0,1,0.5499393873,5,0.857485978,0.2146388741,vv,p_aeruginosa,ATCC27853,35,18,33,16,1,0,,1,,,intracellular,0.1277509653
intra,180514,rif,pmb,4.8,1,0.3,1,0.0036579112,5,-1.1887229386,0.2173007814,vv,p_aeruginosa,ATCC27853,14,23,19,16,1,0,,2,,,intracellular,0.0945129752
intra,180514,rif,pmb,48,0,3,0,0.0599242897,5,-0.078224796,0.1645006355,vv,p_aeruginosa,ATCC27853,316,320,266,16,1,1,,3,,,intracellular,0.1200502403
intra,180514,rif,pmb,0,10,0,10,0.2243409773,5,0.4790584804,0.2042294622,vv,p_aeruginosa,ATCC27853,1128,920,1360,16,1,0,,4,,,intracellular,0.1245619705
intra,180514,rif,pmb,0,1,0,1,0.1017299018,24,0.142005864,0.1347434042,vv,p_aeruginosa,ATCC27853,56,47,50,16,1,0,,1,,,intracellular,0.1227377349
intra,180514,rif,pmb,4.8,1,0.3,1,7.26848237132856E-05,24,-3.0169529267,0.212157315,vv,p_aeruginosa,ATCC27853,4,4,3,16,1,0,,2,,,intracellular,0.1264538368
intra,180514,rif,pmb,48,0,3,0,0.0025582931,24,-1.4853984686,0.2203193096,vv,p_aeruginosa,ATCC27853,103,160,127,16,1,1,,3,,,intracellular,0.1308832638
intra,180514,rif,pmb,0,10,0,10,0.5016556953,24,0.8003062131,0.2841237417,vv,p_aeruginosa,ATCC27853,124,388,328,16,1,0,,4,,,intracellular,0.1329336339
intra,1805151,rif,pmb,48,0,0,0,0.321,0,0,0.3,vv,p_aeruginosa,ATCC27850,168,192,128,16,1,0,,1,,,intracellular,0.063
intra,1805151,rif,pmb,48,0,0,0,0.321,0,0,0.3,vv,p_aeruginosa,ATCC27850,168,192,128,16,1,0,,2,,,intracellular,0.063
intra,1805151,rif,pmb,48,0,3,0,0.00442,1,-1.65,0.46,vv,p_aeruginosa,ATCC27853,260,236,176,16,1,1,,1,,,intracellular,0.039
intra,1805151,rif,pmb,0,10,0,10,0.101,1,-0.48,0.32,vv,p_aeruginosa,ATCC27853,46,60,46,16,1,0,,2,,,intracellular,0.06
intra,1805151,rif,pmb,48,0,3,0,0.00428,2,-1.97,0.37,vv,p_aeruginosa,ATCC27853,252,274,142,16,1,1,,1,,,intracellular,0.079
intra,1805151,rif,pmb,0,10,0,10,0.107,2,-0.5,0.31,vv,p_aeruginosa,ATCC27853,54,61,47,16,1,0,,2,,,intracellular,0.067
intra,1805151,rif,pmb,48,0,3,0,0.0106,3,-1.57,0.32,vv,p_aeruginosa,ATCC27853,572,560,464,16,1,1,,1,,,intracellular,0.078
intra,1805151,rif,pmb,0,10,0,10,0.165,3,-0.35,0.39,vv,p_aeruginosa,ATCC27853,56,98,103,16,1,0,,2,,,intracellular,0.074
intra,1805151,rif,pmb,48,0,3,0,0.00327,5,-2.08,0.31,vv,p_aeruginosa,ATCC27853,158,140,198,16,1,1,,1,,,intracellular,0.078
intra,1805151,rif,pmb,0,10,0,10,0.123,5,-0.34,0.55,vv,p_aeruginosa,ATCC27853,31,77,98,16,1,0,,2,,,intracellular,0.054
intra,1805151,rif,pmb,48,0,3,0,0.00359,24,-1.81,0.42,vv,p_aeruginosa,ATCC27853,228,156,162,16,1,1,,1,,,intracellular,0.046
intra,1805151,rif,pmb,0,10,0,10,0.623,24,0.17,0.31,vv,p_aeruginosa,ATCC27853,252,348,344,16,1,0,,2,,,intracellular,0.084
intra,1805152,rif,pmb,48,0,0,0,0.328,0,0,0.21,vv,p_aeruginosa,ATCC27850,128,192,180,16,1,0,,1,,,intracellular,0.066
intra,1805152,rif,pmb,48,0,0,0,0.328,0,0,0.21,vv,p_aeruginosa,ATCC27850,128,192,180,16,1,0,,2,,,intracellular,0.066
intra,1805152,rif,pmb,48,0,3,0,0.00386,1,-1.7,0.64,vv,p_aeruginosa,ATCC27853,336,66,324,16,1,1,,1,,,intracellular,0.039
intra,1805152,rif,pmb,0,10,0,10,0.0391,1,-0.88,0.71,vv,p_aeruginosa,ATCC27853,4,52,36,16,1,0,,2,,,intracellular,0.06
intra,1805152,rif,pmb,48,0,3,0,0.00514,2,-1.88,0.23,vv,p_aeruginosa,ATCC27853,244,202,344,16,1,1,,1,,,intracellular,0.079
intra,1805152,rif,pmb,0,10,0,10,0.167,2,-0.3,0.22,vv,p_aeruginosa,ATCC27853,89,91,72,16,1,0,,2,,,intracellular,0.067
intra,1805152,rif,pmb,48,0,3,0,0.00559,3,-1.84,0.39,vv,p_aeruginosa,ATCC27853,588,224,166,16,1,1,,1,,,intracellular,0.078
intra,1805152,rif,pmb,0,10,0,10,0.271,3,-0.13,0.26,vv,p_aeruginosa,ATCC27853,142,124,142,16,1,0,,2,,,intracellular,0.074
intra,1805152,rif,pmb,48,0,3,0,0.00343,5,-2.05,0.27,vv,p_aeruginosa,ATCC27853,180,182,154,16,1,1,,1,,,intracellular,0.078
intra,1805152,rif,pmb,0,10,0,10,0.308,5,0.06,0.3,vv,p_aeruginosa,ATCC27853,144,164,154,16,1,0,,2,,,intracellular,0.054
intra,1805152,rif,pmb,48,0,3,0,0.00292,24,-1.89,0.24,vv,p_aeruginosa,ATCC27853,92,220,154,16,1,1,,1,,,intracellular,0.046
intra,1805152,rif,pmb,0,10,0,10,0.521,24,0.1,0.22,vv,p_aeruginosa,ATCC27853,220,304,264,16,1,0,,2,,,intracellular,0.084
intra,160802,rif,pmb,4.8,0,0.3,0,1.56,24,0.3818215666,,ed,p_aeruginosa,ATCC27853,13,12,144,16,1,,,2,,,intracellular,0.148
intra,160802,rif,pmb,48,0,3,0,NA,24,NA,,ed,p_aeruginosa,ATCC27853,NA,NA,NA,16,1,,,5,,,intracellular,NA
intra,160927,rif,pmb,4.8,0,0.3,0,1.64,24,1.2125790594,,ed,p_aeruginosa,ATCC27853,257,59,105,16,1,,,2,,,intracellular,0.232
intra,160927,rif,pmb,48,0,3,0,0.0076,24,-1.1213751689,,ed,p_aeruginosa,ATCC27853,360,380,400,16,1,,,4,,,intracellular,0.19
intra,161018,rif,pmb,4.8,0,0.3,0,2.8,24,1.224854635,,ed,p_aeruginosa,ATCC27853,174,161,119,16,1,,,2,,,intracellular,0.236
intra,161018,rif,pmb,48,0,3,0,0.00253,24,-1.6482730062,,ed,p_aeruginosa,ATCC27853,18,13,7,16,1,,,5,,,intracellular,0.144
intra,161025,rif,pmb,4.8,0,0.3,0,0.14,24,0.5631880103,,ed,p_aeruginosa,ATCC27853,6,5,9,16,1,,,2,,,intracellular,0.13
intra,161025,rif,pmb,48,0,3,0,NA,24,NA,,ed,p_aeruginosa,ATCC27853,NA,NA,NA,16,1,,,5,,,intracellular,0.18
